1 Hint: ( net_buffer_length , 1mb , [] )  hint_id : 68 
146 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
147 Hint: ( innodb_log_buffer_size , 256mb , [] )  hint_id : 21 
4 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
5 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
6 Hint: ( table_open_cache , 2000 , [] )  hint_id : 60 
7 Hint: ( table_open_cache , 2000 , [] )  hint_id : 60 
7 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
9 Hint: ( table_open_cache , 2000 , [] )  hint_id : 60 
10 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
10 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
11 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
12 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
13 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
13 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
13 Hint: ( table_open_cache , 2000 , [] )  hint_id : 60 
14 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
14 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
15 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
16 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
16 Hint: ( innodb_thread_concurrency , 16 , [] )  hint_id : 42 
17 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
17 Hint: ( table_open_cache , 2000 , [] )  hint_id : 60 
18 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
19 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
20 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
20 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
21 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
21 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
22 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
25 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
25 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
26 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
26 Hint: ( innodb_thread_concurrency , 16 , [] )  hint_id : 42 
26 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
27 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
28 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
29 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
30 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
30 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
30 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
30 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
31 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
31 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
34 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
34 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
37 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
38 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
38 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
39 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
39 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
39 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
40 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
40 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
40 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
40 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
41 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
41 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
41 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
41 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
42 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
42 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
43 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
43 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
44 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
44 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
44 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
44 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
44 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
45 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
45 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
45 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
45 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
46 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
46 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
47 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
47 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
49 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
49 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
49 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
49 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
50 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
50 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
50 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
51 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
51 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
52 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
52 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
52 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
52 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
53 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
54 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
55 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
55 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
56 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
56 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
56 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
56 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
56 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
57 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
57 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
57 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
58 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
58 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
58 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
58 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
59 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
60 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
60 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
61 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
61 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
62 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
62 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
62 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
63 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
63 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
63 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
64 Hint: ( innodb_thread_concurrency , 16 , [] )  hint_id : 42 
65 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
65 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
65 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
66 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
66 Hint: ( innodb_thread_concurrency , 16 , [] )  hint_id : 42 
67 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
67 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
67 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
67 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
68 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
68 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
68 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
68 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
69 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
69 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
69 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
69 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
70 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
70 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
70 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
71 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
71 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
71 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
71 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
71 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
72 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
73 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
73 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
73 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
73 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
74 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
74 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
74 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
74 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
75 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
75 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
76 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
76 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
77 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
77 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
77 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
77 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
78 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
79 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
79 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
79 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
79 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
80 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
80 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
81 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
81 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
83 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
83 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
84 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
85 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
86 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
87 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
87 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
87 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
88 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
88 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
88 Hint: ( innodb_thread_concurrency , 16 , [] )  hint_id : 42 
89 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
90 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
91 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
91 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
91 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
91 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
92 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
93 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
94 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
94 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
95 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
95 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
96 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
96 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
97 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
97 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
98 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
98 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
98 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
99 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
99 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
99 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
99 Hint: ( innodb_thread_concurrency , 16 , [] )  hint_id : 42 
100 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
100 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
101 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
101 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
101 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
102 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
102 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
102 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
103 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
103 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
103 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
103 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
103 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
103 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
104 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
104 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
104 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
104 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
105 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
105 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
105 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
105 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
105 Hint: ( innodb_buffer_pool_size , increase , ['low buffer ratio'] )  hint_id : 12 
106 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
106 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
106 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
106 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
107 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
107 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
107 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
107 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
107 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
107 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
108 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
109 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
109 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
109 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
109 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
110 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
111 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
111 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
111 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
111 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
112 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
112 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
112 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
113 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
114 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
114 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
114 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
115 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
115 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
115 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
115 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
116 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
116 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
116 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
120 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
121 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
121 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
121 Hint: ( innodb_thread_concurrency , 16 , [] )  hint_id : 42 
122 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
124 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
126 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
127 Hint: ( innodb_buffer_pool_size , increase , ['low buffer ratio'] )  hint_id : 12 
128 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
129 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
129 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
129 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
129 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
129 Hint: ( innodb_buffer_pool_size , increase , ['low buffer ratio'] )  hint_id : 12 
130 Hint: ( innodb_buffer_pool_size , increase , ['low buffer ratio'] )  hint_id : 12 
131 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
131 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
131 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
132 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
132 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
132 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
133 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
134 Hint: ( innodb_buffer_pool_size , increase , ['low buffer ratio'] )  hint_id : 12 
135 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
136 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
138 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
139 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
139 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
140 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
140 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
140 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
141 Hint: ( innodb_log_buffer_size , 8mb , [] )  hint_id : 20 
141 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
141 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
141 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
142 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
142 Hint: ( innodb_buffer_pool_size , increase , ['low buffer ratio'] )  hint_id : 12 
143 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
143 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
144 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
144 Hint: ( innodb_buffer_pool_size , increase , ['low buffer ratio'] )  hint_id : 12 
145 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
145 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
145 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
145 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
146 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
146 Hint: ( innodb_log_file_size , 64mb , [] )  hint_id : 27 
146 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
146 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
146 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
146 Hint: ( tmp_table_size , 64mb , [] )  hint_id : 67 
148 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
148 Hint: ( max_heap_table_size , 48mb , [] )  hint_id : 50 
149 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
